md5,AntiVir,AVG,Comodo,F-Secure,Kaspersky,McAFee,Microsoft,Sophos,Symantec
6e3e130827e19c82302682caf9518958,0,0,0,0,0,0,31,0,0
6f8284a2990f504995948ab458779ce0,0,0,1,0,0,0,0,0,0
6fbf32374b5e4d9b3a6e6f28a219bcec,0,29,0,26,30,29,30,30,0
6fc43ceaff04bdc9dd8a9aa96db3f3d6,0,0,1,0,0,0,0,0,0
6fc66227f3f7c6d776eeb3cdeb6e2092,0,0,1,0,0,0,0,0,0
6fcf1f7ff4e39cf2696e843a50c9a083,0,0,1,0,0,0,0,0,0
6ff1d623c37e468c98082e2ff47f72f2,0,0,1,0,0,0,0,0,0
7141633abb85db716105e7ab89804c86,0,0,1,0,0,0,0,0,0
714e1791be8ea95813c465e0a0d50cd4,0,0,1,0,0,0,0,0,0
716840409c7f0f9f14f5306bfd80d968,0,0,1,0,0,0,0,0,0
73b1e3067e6c46b61862f15e02d82d29,0,0,1,0,0,0,0,0,0
74473505ef968e2f8cd764d9af12adb2,0,0,2,0,0,0,0,0,0
746413976f56dbf34ec18dc044c7ecea,0,0,0,0,1,0,0,0,0
749c6e2c79da7d6b072909ad8cfdd035,0,0,1,0,0,0,0,0,0
767237342978a7f843235a89f8de03a2,0,0,0,0,30,0,29,0,0
783faa1ae7869adf1a156e43b19dc920,30,0,0,0,0,0,0,0,0
7867de13bf22a7f3e3559044053e33e7,0,0,1,0,0,0,0,0,0
78f2c429414cf802011ba968d6a9260a,0,0,1,0,0,0,0,0,0
797ea7cc186a9c82a17150e8bbde5ab3,0,0,1,0,0,0,0,0,0
7a02b8f094e69673d1c7a6fd5df6f1ee,0,0,1,0,0,0,0,0,0
7a02f36cd3bca0236c61e9a58abbca39,0,0,1,0,0,0,0,0,0
7a170fa2fcd8fd36f2f0ef7962a7264b,0,0,1,0,0,0,0,0,0
7c84915a299f4237b7994c634668f676,0,0,1,0,0,0,0,0,0
7cdefa998d4744b099cae67074001645,0,0,1,0,0,0,0,0,0
7d4a3f04adfdbab866cfc73c76cd16c2,0,0,0,0,0,0,0,0,1
7d4a9b9f1314fdf88b5a2c8b2e6abbc1,0,0,0,0,0,0,0,0,1
7d578f0f84af25aa02ee174d2d9b0ff2,0,0,0,0,0,0,0,0,1
7d69e69c2aa1379ff76cde37af27bca6,0,0,0,0,0,0,0,0,1
7d94879297c161d92872d1072c8bed10,0,0,0,0,0,0,0,0,1
7e0ad3cdde1d36de8e5eaa1b41119fee,0,0,2,0,0,0,0,0,0
7e3ce739f2a03c89499c3581482a6cae,0,0,2,0,0,0,0,0,0
7eea00e916bdf9e94507ffdf7de8fd6f,0,0,1,0,0,0,0,0,0
7eec120adc880d72f05d8557ffee7d3a,0,0,1,0,0,0,0,0,0
804d14eab744981e32f11c14753d3e7c,0,0,1,0,0,0,0,0,1
805145c2b612f4fc237b44a690e4d3ae,0,0,1,0,0,0,0,0,0
8083ece7b5ed9cbd4693792ad1a0e759,0,0,1,0,0,0,0,0,0
8128f4a8694dd6866d49915e8c65bdc9,0,0,1,0,0,0,0,0,0
81cee738f9da947172c1977cd67d69d7,0,0,1,0,0,0,0,0,0
81d30152fc95f08935ed4f59982f944b,0,0,1,0,0,0,0,0,0
8245cc7118d1a02dc945b92e080eabbc,0,0,1,0,0,0,0,0,0
824d88bc2e1618eb9ef0a9c2ecd69f38,0,0,2,0,0,0,0,0,0
825166b69861d6b3544d2e6143e08df9,0,0,1,0,0,0,0,0,0
82669de003c7ab13df0797079b87faa1,0,0,1,0,0,0,0,0,0
82d90c4f9d4731a02ca51af05e525adc,0,0,1,0,0,0,0,0,0
834dd9c5985f074abe9919fefec95cf2,0,0,1,0,0,0,0,0,0
834fe8c5ece7f1ede09d85cfc99c21ac,0,0,2,0,0,0,0,0,0
835612a9014d28d837c93e9e647745fe,0,0,1,0,0,0,0,0,0
841196be3fd3510b99049598906af7b9,0,0,1,0,0,0,0,0,0
85aa313919c3402dd92dd41df8feecf6,0,0,0,0,1,0,0,0,0
85cab942820518444ff15fcb0f840f81,0,0,1,0,0,0,0,0,0
86af3b2df0a55d1215b9e4ab519af212,0,0,2,0,0,0,0,0,0
871481d7f047f3884e19f1421ee4cb67,0,0,1,0,0,0,0,0,0
874c19ac221b3ec179dcba8b6810007f,0,0,0,1,0,0,0,0,0
876c487dc3f004239557b941f5bd148f,0,0,1,0,0,0,0,0,0
881113778921cb43aeca27c6f526e9f4,0,0,1,0,0,0,0,0,0
89bb885f9f342af49be5de323bd39473,0,0,1,0,0,0,0,0,0
8a13155193af89eeed22e77f9fca91de,0,0,1,0,0,0,0,0,0
8a383ef45f8e0d52cf87d5b880bd8ec0,0,0,1,0,0,0,0,0,0
8adaf7b431b9f05ff8189c4766213ba7,0,0,1,0,0,0,0,0,0
8b031607b80fb7977e0698e548b7965e,0,0,1,0,0,0,0,0,0
8b1a7f6bbcfff729aa3330339d33ba86,0,0,1,0,0,0,0,0,0
8b1b043a58045c6d79fee11411e7cdda,0,29,0,20,30,30,29,29,0
8b44030d6ad802c205a45180214a52ca,0,0,1,0,0,0,0,0,0
8b48f59fb263b1b3ed5f9f2a8cd8fd26,0,30,1,25,0,0,30,0,28
8c7b63d78b7d9515243e3b45e2229b40,0,0,1,0,0,0,0,0,0
8d710160763ecce579591d1b6afaf310,0,0,1,0,0,0,0,0,0
8eb62e64456baf6625a79d63bda58b3d,0,0,1,0,0,0,0,0,0
8fa90989a441927a12561112f9389d10,0,0,0,0,0,0,0,1,0
8faa051ede93d60e4db6b9c11fdde0f4,0,29,0,25,30,29,30,0,0
908f7f11efb709acac525c03839dc9e5,0,0,1,0,0,0,0,0,0
90e02a26204ade7771acf7e8521bdf09,0,0,1,0,0,0,0,0,0
91e1bde3637f0c47e8fda7d3a91810f9,0,0,1,0,0,0,0,0,0
91ebb3f4a05ceb96ab3f93e02e6569c5,0,0,2,0,0,0,0,0,0
92102d1ed45284d6cdc77426293cd66b,0,0,1,0,0,0,0,0,0
92d4f3757988ee31538b104b9a6c2b10,0,0,1,0,0,0,0,0,0
92ee0faa9b0f755f2701e78982c1e68f,0,0,1,0,0,0,0,0,0
938bace2835767e1dc93a11a96a7a2fd,0,0,1,0,0,0,0,0,0
93c2dac7b10bfa7d5c846693ff1d8aaa,0,30,0,26,30,30,30,30,0
943e1b889af42988f4f2bc5ac75dc695,0,0,1,0,0,0,0,0,0
9459490c93b0aa1ba5218510e365eba4,0,0,2,0,0,0,0,0,0
946bd207ea99d317a0d406dd8c943d62,0,0,1,0,0,0,0,0,0
94a0cd3ebcc25f5ca842f10489173e66,0,0,1,0,0,0,0,0,0
95de88f61ce23c22e123502417c36180,0,0,1,0,0,0,0,0,0
95efa15549414cdef7872e53b54d7042,0,0,1,0,0,0,0,0,0
95fc53f82f1aa2c643d0f591ed1ea32c,0,0,1,0,0,0,0,0,0
961cfb405f6aa100bf6a3d66507eda18,0,0,1,0,0,0,0,0,0
961edfd59835370ecfa9e3750a689792,0,0,1,0,0,0,0,0,0
962a8f46a4625916c38a2822dcf598ed,0,0,1,0,0,0,0,0,0
962c8f7fa948996b8b4e496a89e07d38,0,0,1,0,0,0,0,0,0
963d5f0844c5c115428f66037915450b,0,0,1,0,0,0,0,0,0
9716d321619180490f442584b190f78e,0,30,0,24,30,30,30,29,0
97290949cdbed60a9241892a7d709b24,0,0,0,0,1,0,0,0,0
9729536dbfd5062aebe77031ec0c60df,0,0,1,0,1,0,0,0,0
977e6ecfcc7e20176383422c754dc47b,0,0,1,0,0,0,0,0,0
998e97b93032e08e7643d83ecd597942,0,0,1,0,0,0,0,0,0
998fef914195aa85d76f4b1182d8d2e0,0,0,1,0,0,0,0,0,0
99956824d4ed97e89a8da41ee4ed3461,0,0,1,0,0,0,0,0,0
9a0d3cce023530007820e85083b4d354,0,29,0,28,30,30,30,30,0
9a1b62f2f70ba16d24d908e601116454,0,28,0,26,30,29,30,30,0
9ae09db00272f0e81b13283f53ed5a4e,0,0,1,0,0,0,0,0,0
9c0e783c72c269b2b4820dab784448db,0,0,1,0,0,0,0,0,0
9c86676ffc075aa4b5ad105ead96ac59,0,0,1,0,0,0,0,0,0
9c9d6feb0c02194a4b653ca82aaf6d00,0,0,1,0,0,0,0,0,0
9cb330c08de29774c9b1ad105a59b1da,0,0,1,0,0,0,0,0,0
9d1ed38c0f6df195d833c04b77bc9635,0,29,1,27,30,30,30,30,0
9d282609bde8990b5646da0fb5bc5e5f,0,29,1,0,30,30,30,30,0
9d35b42928fad40656fdafef769f22d6,0,0,1,0,0,0,0,0,0
9d52062b3084ebb3b1e7cd4963545b97,0,0,1,0,0,0,0,0,0
9eac22146c9832eabf11108c19491549,0,0,1,0,0,0,0,0,0
9ee6a3cb68f7e8c4d1b42225bdaf0d7a,0,0,1,0,0,0,0,0,0
9fb1c1083df787dc21a250eac627b595,0,0,1,0,0,0,0,0,0
a096d1d49a4305d7c5509c6ed1f95d55,0,30,0,27,30,30,30,0,0
a0b53ac92d1fc49f83a5bbf874d0f743,0,30,0,27,30,30,30,30,0
a102f00b8029f27d08f983e39a2e6daa,0,0,1,0,0,0,0,0,0
a1a9c37a6358d54905919b5eb04e9edd,0,0,1,0,0,0,0,0,0
a213a5d465040c96437a7b248d1bbb02,0,0,0,0,0,0,0,0,1
a287f3d91f5c01ee0f7388e2b4d6aaea,0,0,1,0,0,0,0,0,0
a2e01e070e4b25b8feb2fdaa43d9d5cf,30,0,0,0,30,30,30,0,0
a3a78d54f2f689c18ae90fb60918d052,0,0,1,0,0,0,0,0,0
a50fc8aecd00c0276cd48f0dc79a01f9,0,0,1,0,0,0,0,0,0
a56df345f102574ffb6af2c4fd475212,0,0,1,0,0,0,0,0,0
a5f4dcfcc5462f3545ba057785b44111,0,0,1,0,0,0,0,0,0
a60bd9481a518c089649fb1faf52482d,0,0,0,0,0,0,30,0,0
a62b80c3f3a578910b539a7937e09af9,0,0,1,0,0,0,0,0,0
a69141d37204d3de2144280d20e5d490,0,30,0,21,30,30,30,30,0
a6dab4945dbb408ee191f10517f206fc,0,0,1,0,0,0,0,0,0
a716ce27fc9173edc3cc8178053db8d8,0,0,1,0,0,0,0,0,0
a757558891fd46f8a821f67617bed0cd,0,30,0,25,29,30,30,30,0
a80d73ace337159beadc2fa0b16b42d5,0,30,0,27,30,30,30,30,0
a96efc246da64c93a220374f9fad88b6,0,0,1,0,0,0,0,0,0
a977e95cc0003efd788db267afabd923,0,0,1,0,0,0,0,0,1
aa0e18dc0fb1e23547c8378487ad120d,0,29,0,25,30,29,30,29,0
aba76a3c6b8dc019279440764440722e,0,0,0,0,1,0,0,0,0
ac2a726c74572b37dd0a430ebf1a69cd,0,0,1,0,0,0,0,0,0
ac9aa299c1dfc1c274c4739c3e43bad3,0,30,0,23,29,30,29,29,0
add2d83842d6f69ce8a3399b96f4301f,0,0,1,0,0,0,0,0,0
ade4caeb76159fab1366186a06c6919f,0,0,1,0,0,0,0,0,0
ae060f26cf7b58a5ea21a16e9640c4c5,0,0,1,0,0,0,0,0,0
b0608351ad1fec405e59641635c32f09,0,0,2,0,0,0,0,0,0
b081022fc581decf4c8640dbc74a9198,0,0,1,0,0,0,0,0,0
b0a2c1dac98fbf1972848a8b89755bde,0,0,1,0,0,0,0,0,0
b0ab09aebb38e963239d48ec72c78d89,0,0,1,0,0,0,0,0,0
b15588acc2667d9a88a3bf03f367c612,0,0,1,0,0,0,0,0,0
b15b80ed437506ecfe296a8b4d5d64c0,0,0,1,0,0,0,0,0,0
b1cd94b39f3eb53bb9b651023456c972,0,0,0,0,0,0,0,0,1
b1dc705793f2b1941051e5aecc1e3b6e,30,0,0,0,30,30,30,30,0
b205303560f30c286be558f5d9350266,0,0,1,0,0,0,0,0,0
b29d79b0bf961834bb18300f384db3ea,0,0,1,0,0,0,0,0,0
b3c39193d5d0a2e433ec1621d92d9b42,0,0,1,0,0,0,0,0,0
b3c4b3184da115c11e6d1f52491fc4ce,0,0,1,0,0,0,0,0,0
b47a02addaff949dab464a132873a459,0,0,1,0,0,0,0,0,0
b4d05f135f22cebe47405e9f5b45cf92,0,0,1,0,0,0,0,0,0
b4d9dd3a19e7fdd2211d81983f8e4d75,0,0,1,0,0,0,0,0,0
b4f2a1266aca3dfc06551965828ba83c,0,0,1,0,0,0,0,0,0
b62c8c4273fe795268a82c9d2aadcb72,0,0,1,0,0,0,0,0,0
b65a280af8562222e650dbdf0e0c1971,0,0,1,0,0,0,0,0,0
b695f0cc34873adbb43e7f9a0ecd0362,0,30,0,24,30,30,30,30,0
b7dff49b989b266d1a48e7de3bfe5e2e,0,30,0,0,30,30,30,30,1
b81aa8725f31dd803b41ba4aad88955a,0,0,1,0,0,0,0,0,0
b86d14d4655cc47d8752271bc76022d4,0,0,1,0,0,0,0,0,0
b8ce8003c5bed283043ced737625f7ee,0,0,2,0,0,0,0,0,0
b92ac688b2e9abbda5a553bbf2ac8ef2,0,29,0,22,29,30,30,30,0
b993efff8114e1698b531eb768f6e997,0,0,1,0,0,0,0,0,0
bc035b5b8c3ce1410c1eeadfba56bf97,30,30,0,27,30,30,30,30,0
bc9d30d59788c70060d7eabd6ab5e663,0,0,1,0,0,0,0,0,0
be18a85f793795dd35a4baeddead081d,0,30,0,25,30,30,30,30,0
bf51c9f7d054305ef7b1bf4634234091,0,0,0,0,1,0,0,0,0
bf801baf1cfbc5876480e6f6a489fb48,0,0,0,0,1,0,0,0,0
bfbc559af94d6405ccfe2b11a9328a9c,0,0,0,0,0,0,0,1,0
c084338625404371b4365cf05c4238df,0,0,1,0,0,0,0,0,0
c1705de4eb57f45e1f1e77e12edec677,30,0,0,0,30,30,30,0,0
c1c6b4d7e98531f1bf2c50ac27e2c40c,30,0,0,0,0,0,0,0,0
c3852074ee50da92c2857d24471747d9,0,0,1,0,0,0,0,0,0
c392f785a37f96bdd6dc6704630273aa,0,30,0,23,30,30,30,30,0
c4de4f485ca7d9c572328f5bb142375a,0,0,1,0,0,0,0,0,0
c5795fef5551cc0f74c787c53ea5b0ca,0,0,1,0,0,0,0,0,0
ca5ed3d00f1f57f88951b4d70382998a,0,0,1,0,0,0,0,0,0
ca82eebf6693a49e9219c4a5bf76e9e9,0,30,0,0,30,30,30,30,0
ca974e4fef82f22a2431c8f8adf9a70f,0,30,0,24,30,30,30,30,0
cae4b7963f5e43033664299a4d5bd176,0,0,1,0,0,0,0,0,0
cd02a90ba7b767db66d7780c1e6c6bb4,0,30,0,23,30,30,30,0,0
cd27f6eb1f6c09b035ebeba457d25410,0,0,0,0,0,0,0,0,1
cd3688e1072bcb92be53afe53c4dc018,0,0,0,0,0,0,0,0,1
cd491d8faaad0924c97a132910ffd89c,0,0,0,0,0,0,0,0,1
cdfcd91b8c5ff4dc6a2985cc4392c0f7,0,0,0,0,1,0,0,0,0
cf94cd781ac13083614fc20dc73a73f4,0,0,1,0,0,0,0,0,0
d00fede3e31a3815c5e31a8167cca75b,0,30,0,26,30,30,30,30,0
d11ec6bd3c2a3cb7c13d1769f19c98f3,0,0,1,0,0,0,0,0,0
d126f5295ca53be830378663943b2b0d,0,0,1,0,0,0,0,0,0
d18ddb67a335f44c93cccc93b1b35cf9,0,0,1,0,0,0,0,0,0
d2712a41f9effba84c4b11b0883ac8e3,0,0,1,0,0,0,0,0,0
d30313a8b460d19f02f8ba772946d715,0,0,0,0,0,0,0,0,1
d3174b5708225fede1acddae4defbef9,0,0,0,0,0,0,0,0,1
d357295b7f58241510f80cef679a95fd,0,0,1,0,0,0,0,0,0
d45895e3980c96b077cb4ed8dc163db8,0,0,1,0,0,0,0,0,0
d501a442d30ad045c55bbdbc4ee5e3b2,0,0,2,0,0,0,0,0,0
d544bebfaabe77f111f3b69363831a3b,0,0,1,0,0,0,0,0,0
d67fbc12331180fa6537f95795f38aa9,0,0,1,0,0,0,0,0,0
d6c023a41121f81c905defb2a59f0497,0,0,1,0,0,0,0,0,0
d6f0d213e07b495ee297ed9a6bb947a4,0,0,1,0,0,0,0,0,0
d749cd5a43ec0f237853f0b134a46928,30,0,0,0,30,30,29,0,0
d80241bbe4f555ad8d55be98c099d1eb,0,0,1,0,0,0,0,0,0
d8d008b17ffc5f4408320c3e0f48f291,0,0,1,0,0,0,0,0,0
d8ffc3c11a59932b548ee1c531e7c967,0,0,1,0,0,0,0,0,0
d90b4a84515f3a4d7d4ca716d9263a5e,0,0,1,0,0,0,0,0,0
d96bb1424cc1db19a2a8cb0ace5380c7,0,0,1,0,0,0,0,0,0
d988e96384bee14284aadc3b75c1f5e7,0,0,1,0,0,0,0,0,0
db154df62ee936a58f87c2304dc05725,30,0,0,0,0,0,0,0,0
db6103e97d3cc799a251da0da7527ecc,0,0,1,0,0,0,0,0,0
db6378de7475f202b5d723b4be2dd932,0,0,1,0,0,0,0,0,0
dbc8c74ef7051aaf02fe54b02fd77de0,0,0,0,0,0,0,30,0,0
dc2b09831f7cbe44349e42656de798e4,0,0,1,0,0,0,0,0,0
dca8713db4f5b7b84a66b51d925e7f9c,0,0,1,0,0,0,0,0,0
dcdfb927a2f7f4f910b0759fc63655c8,0,0,1,0,0,0,0,0,0
dd31d3c9cfffbf91e797796fdc365460,0,0,1,0,0,0,0,0,0
dd38ee114cae3ef914c97eb3be45e47e,0,0,1,0,0,0,0,0,0
dd8cd66e031610784b3ceb9db386e756,0,0,1,0,0,0,0,0,0
ddfef7c33ef0b4708e33be6461a21765,0,0,1,0,0,0,0,0,0
de482805ed85ae9a29d0491bb421df97,0,0,1,0,0,0,0,0,0
de85ae919d48325189bead995e8052e7,0,0,1,0,0,0,0,0,0
de8ef4761ef3ad1e198909066d04b412,0,0,0,0,1,0,0,0,0
deffdf68e848d5e5c0e2019b16bc05e2,0,0,1,0,0,0,0,0,0
dfb49e4b47f046db59d986a477260d28,0,0,1,0,0,0,0,0,1
dfb91c2048de7a077fb65effe888a569,0,0,1,0,0,0,0,0,1
e065bdb76427c1467b9f933dfe829a3e,0,0,1,0,0,0,0,0,0
e07fdbb4e7c2094ba8e4c05dc60659a3,0,0,1,0,0,0,0,0,0
e088d5f5da3da1f48bcf30a63d7530e1,0,0,1,0,0,0,0,0,0
e0b7f9f04e784ff4b235f762f547136a,30,0,0,0,0,0,30,0,0
e15be96a41281a30a1f1b8924c48103d,0,0,1,0,0,0,0,0,0
e2728bb4f340fe115d998545549a6545,0,0,1,0,0,0,0,0,0
e3aa7fc4c9590ecb7861d2c3f54db2ed,0,0,1,0,0,0,0,0,0
e66648edd59393ebb7c1466b117a7eb4,0,0,1,0,0,0,0,0,0
e6804c55075453de7f77cf5cad95b83d,0,0,1,0,0,0,0,0,0
e76a8392ff3419452ef487d8489423e0,0,0,1,0,0,0,0,0,0
e7db446492cd210a12ac45c716780a49,0,0,1,0,0,0,0,0,0
e89cacb01fd674889e59f3a7111b426b,0,0,1,0,0,0,0,0,0
e924bf96b06eaaee0b70079b0fd9444a,0,0,1,0,0,0,0,0,0
e93638ef4dbc60c2abbf335d586f35b8,0,0,1,0,0,0,0,0,0
eada13d017432d72f2ccc175e37f37c9,0,0,1,0,0,0,0,0,0
eadad3b8877470ec618917393cb36a31,0,0,1,0,0,0,0,0,0
ebf97d2638647883fd68ebf87fe1a782,0,0,1,0,0,0,0,0,0
ec16065c11cbc18d4be67935ded0e62a,0,0,1,0,0,0,0,0,0
ee6ad883b2e45fe6b47ba8d1c1e2b0a9,0,30,0,28,30,30,30,30,0
ef76dbe2f3885f3002d4b4f1e775469e,0,0,1,0,0,0,0,0,0
f01982950b6e61c7e556850046d3d98f,0,0,1,0,0,0,0,0,0
f21e22c9db760f50df124b7d5581e236,0,30,0,27,30,30,30,30,0
f24272f65c43dd197b7bf88bed476d22,0,0,1,0,0,0,0,0,0
f34b60d2b386047ade8976408387b057,0,0,1,0,0,0,0,0,0
f40e0083050bae2a8a27815f2d346f84,0,0,1,0,0,0,0,0,0
f4d56bac967e0217a0049fe717cc634b,0,0,1,0,0,0,0,0,0
f547880299036fe1fec5e754a5088c59,0,0,1,0,0,0,0,0,0
f5fbd1189db83db22d7e6cdb55eed193,0,0,1,0,0,0,0,0,0
f6345b7a30ab301762cb49adf7f78425,0,0,1,0,0,0,0,0,0
f6e58e1e73f44efded03df011b2b4bd9,0,0,0,0,0,0,0,0,1
f6f2884d8ba66424bc10ca33c57f04dc,0,0,0,0,0,0,0,0,1
f74c673da09c19d97c3ebc87899471cb,0,0,0,0,0,0,0,0,1
f9201853d318a4b1bae923df788fda63,0,30,0,25,30,30,30,30,0
f97350d56b418c93b4fc2ac08e987e41,0,0,1,0,0,0,0,0,0
fb93c86e54734bd3403423a97de9112c,0,0,0,0,0,0,30,0,0
fc3ef452717d17edda3c1bc33df00e6c,0,0,1,0,0,0,0,0,0
fd4308a961f1dd0333fec007c521c0b5,0,0,1,0,0,0,0,0,0
fe8c3e3dc6a81cfe453a02b21c47b2ce,0,0,1,0,0,0,0,0,0
feb643c489c048083554aedac50126a9,0,0,0,0,0,0,0,0,1
